Data,Year

1.7488683151968285,1972.0
4.597387335427422,1973.0
7.031277846400965,1974.0
9.075459030890867,1975.0
10.754850071670539,1976.0
12.09437015151339,1977.0
13.11893845319283,1978.0
13.853474159482268,1979.0
14.322896453155112,1980.0
14.55212451698478,1981.0
14.56607753374467,1982.0
14.3896746862082,1983.0
14.047835157148782,1984.0
13.565478129339812,1985.0
12.967522785554722,1986.0
12.278888308566899,1987.0
11.524493881149766,1988.0
10.729258686076731,1989.0
9.918101906121203,1990.0
9.115942724056591,1991.0
8.3477003226563,1992.0
7.63829388469376,1993.0
7.012642592942349,1994.0
6.495665630175503,1995.0
6.112282179166632,1996.0
5.887411422689108,1997.0
5.845972543516389,1998.0
6.012884724421866,1999.0

6.413067148178948,2001.0
7.071438997561046,2003.0
8.012919455341557,2005.0
9.262427704293888,2009.0
10.844882927191488,2010.0
12.785204306807744,2011.0
